term_uid	module_id
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOSOMAL_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOSOME_ORGANIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_MIGRATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIAL_CELL_PROLIFERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENDOTHELIUM_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENERGY_HOMEOSTASIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENERGY_RESERVE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENSHEATHMENT_OF_NEURONS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EOSINOPHIL_CHEMOTAXIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EOSINOPHIL_MIGRATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	M987e9352e980
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIBOLY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIDERMAL_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIDERMIS_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIDERMIS_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIGENETIC_PROGRAMMING_OF_GENE_EXPRESSION	Md6a39ec6b094
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	M2abeb6b81ce0
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_CELL_ADHESION	Mb39f1c214038
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_MATURATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_CELL_PROLIFERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	M4be2a8218be4
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EPOXYGENASE_P450_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERAD_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERBB2_SIGNALING_PATHWAY	Ma5edf1e5540a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERBB_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERK1_AND_ERK2_CASCADE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERYTHROCYTE_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERYTHROCYTE_HOMEOSTASIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_CELL_POLARITY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	M4212df487bf4
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION_MICROTUBULE_MEDIATED	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	M1a2285e9f1a1
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	M7efd32eb5523
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	M7efd32eb5523
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTROGEN_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ETHER_METABOLIC_PROCESS	M2cc9fc30bedd
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXCRETION	M4682073b20ff
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXECUTION_PHASE_OF_APOPTOSIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXIT_FROM_MITOSIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXOCYTIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXOCYTOSIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXPLORATION_BEHAVIOR	M84bf235b268c
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS	M8fc6277c4850
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EYE_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FACE_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FACE_MORPHOGENESIS	Meb4093ab4c6e
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_BETA_OXIDATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	M935e8ef1c17d
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACID_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FAT_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEAR_RESPONSE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEEDING_BEHAVIOR	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEMALE_GAMETE_GENERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEMALE_GENITALIA_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FEMALE_SEX_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FERROPTOSIS	Md293b26a1e39
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FERTILIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FIBRINOLYSIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FIBROBLAST_APOPTOTIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FIBROBLAST_MIGRATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FIBROBLAST_PROLIFERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FILOPODIUM_ASSEMBLY	Me86451234035
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FLUID_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOAM_CELL_DIFFERENTIATION	M8eb101718853
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOCAL_ADHESION_ASSEMBLY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOREBRAIN_CELL_MIGRATION	Me927e858a293
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOREBRAIN_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOREBRAIN_GENERATION_OF_NEURONS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOREBRAIN_NEURON_DEVELOPMENT	Me927e858a293
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FOREBRAIN_REGIONALIZATION	Mc0b8975dbbee
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FORELIMB_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G0_TO_G1_TRANSITION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GAMETE_GENERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	Mf29ab4d9a82e
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GANGLION_DEVELOPMENT	M9561e540bf06
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GANGLIOSIDE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GASTRULATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GAS_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GENITALIA_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLAND_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLAND_MORPHOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIAL_CELL_ACTIVATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIAL_CELL_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIAL_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIAL_CELL_MIGRATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIAL_CELL_PROLIFERATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLIOGENESIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLOMERULUS_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCAN_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCAN_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	M8273d4682474
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	M355f6afc062d
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOSE_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUCOSE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTAMATE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTAMATE_SECRETION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLUTATHIONE_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROLIPID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOLIPID_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSAMINOGLYCAN_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSYLATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GMP_METABOLIC_PROCESS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GOLGI_ORGANIZATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GOLGI_VESICLE_TRANSPORT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GONADOTROPIN_SECRETION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GRANULOCYTE_ACTIVATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GRANULOCYTE_CHEMOTAXIS	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GRANULOCYTE_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GRANULOCYTE_MIGRATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G_PROTEIN_COUPLED_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_G_PROTEIN_COUPLED_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_HAIR_CELL_DIFFERENTIATION	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_HEAD_MORPHOGENESIS	Meb4093ab4c6e
fgsea_msigdb_C5_GO_BP_entrez:GOBP_HEART_DEVELOPMENT	Mf0599a86e5e5
fgsea_msigdb_C5_GO_BP_entrez:GOBP_HEART_FIELD_SPECIFICATION	Mf0599a86e5e5
